propertycode,Minimum,Maximum
177644,63.36,131.99
177797,46.73,146.05
177880,45.52,107.58
177899,57.44,219.07
177940,125.84,435.6
177955,62.94,159.2
178023,231.06,479.21
178199,61.36,102.55
179021,95.03,281.17
179100,55.25,95.44
179107,86.65,114.02
179585,108.44,192.1
179708,79.19,137.27
179741,89.75,89.75
179871,45.13,47.51
179961,60.28,94.15
180049,81.79,248.28
180071,114.35,114.35
180106,82.76,111.97
180124,65.3,129.59
180129,85.53,95.03
180136,73.47,218.46
180154,95.03,168.94
180210,57.02,158.39
180322,63.36,169.64
180336,62.85,115.7
180395,54.79,131.88
180406,45.21,80.37
180408,80.37,273.26
180419,47.24,75.35
180422,77.39,150.04
180427,50.23,86.4
180438,30.24,56.29
180454,60.28,100.46
180487,68.08,79.92
180514,40.18,80.37
180549,68.32,120.55
180551,59.42,106.37
180636,84.39,144.67
180647,76.19,102.42
180679,60.93,81.59
180707,53.64,105.82
180708,67.13,185.9
180724,21.42,33.37
180727,38.02,49.72
180843,47.22,116.7
180848,86.75,86.75
180887,81.79,151.88
180974,56.8,161.11
181248,101.28,116.15
181249,86.81,98.45
181255,195.35,364.29
181281,100.32,185.85
181346,45.74,66.25
181454,66.31,75.35
181467,64.29,82.38
181519,57.44,131.45
181526,151.69,284.05
181574,36.92,84.49
181607,191.65,366.93
181670,20.98,56.49
181713,38.51,111.77
181732,57.86,215.99
181772,197.66,442.04
182154,154.99,253.62
182318,43.82,111.97
182588,106.49,182.84
182672,50.0,105.58
182850,46.2,109.49
183020,33.11,69.66
183038,70.33,95.44
183110,81.87,342.68
183210,114.63,345.6
183217,48.64,48.69
183736,99.88,386.08
184567,27.42,51.99
184969,44.4,77.36
185535,87.65,92.92
185583,36.15,82.8
185669,40.7,92.14
185699,207.75,207.75
185705,89.46,144.14
185793,71.49,281.09
185802,84.15,214.32
186019,78.06,198.01
186056,84.48,95.03
186458,55.25,293.69
186936,95.63,239.1
186960,90.42,180.84
187414,55.25,80.37
187571,46.39,140.74
187605,207.03,296.37
187631,56.06,74.34
187653,36.96,105.59
187663,132.1,410.76
187861,88.2,217.9
187923,36.49,75.06
188309,33.77,40.95
188392,49.64,188.27
188393,43.82,136.3
188432,241.11,371.71
188452,105.59,391.75
188467,136.21,290.38
188694,68.77,475.92
188811,61.04,125.6
188829,80.78,348.45
188858,86.43,190.86
188862,132.1,273.48
189069,422.37,527.96
189224,95.03,126.71
189225,95.03,142.55
189231,40.34,1001.77
189238,90.42,130.6
189355,241.8,337.9
189374,86.15,95.83
189604,89.41,159.74
189771,44.35,51.74
189952,43.82,78.86
189954,48.68,68.15
190042,158.73,403.86
190061,262.34,681.14
190090,71.33,179.83
190111,197.91,260.2
190139,186.86,294.35
190260,350.61,501.31
190321,183.93,735.73
190440,95.02,159.88
190463,78.76,214.99
190985,109.72,239.76
191142,76.47,189.73
191161,70.33,160.74
191293,81.83,167.89
191927,85.53,106.65
192023,26.49,73.33
192037,144.67,160.74
192085,59.28,134.62
192442,76.03,126.18
192465,104.54,104.54
192587,57.0,98.45
192591,66.63,134.03
192652,61.34,111.0
192673,78.22,78.22
192772,62.55,73.82
192923,76.03,202.74
193046,140.65,140.65
193076,89.33,170.11
193524,54.93,114.39
194499,62.3,127.25
194781,64.43,207.11
195344,78.14,121.26
195373,103.64,254.48
196318,124.91,326.28
197816,58.07,131.99
198214,151.73,259.6
198617,174.24,485.37
198621,138.37,258.97
198658,133.18,208.96
198740,159.43,483.02
199274,101.37,126.71
199335,41.5,89.34
199768,60.92,226.18
199828,49.78,108.92
200051,49.53,228.08
205471,44.9,82.76
216751,31.55,64.26
217188,150.29,261.2
217644,55.92,94.18
217993,73.11,146.04
218077,85.68,170.39
218404,242.87,390.69
218527,58.92,91.56
219161,79.19,163.67
219258,159.74,227.32
219335,125.84,125.84
221575,140.7,450.76
221909,81.04,91.57
221919,121.43,168.94
221996,104.54,184.78
221999,138.84,219.91
222389,187.87,221.02
223389,67.62,149.87
223509,60.28,110.51
223585,65.17,83.26
223640,63.36,95.03
223715,116.16,131.99
223838,100.32,100.32
223866,86.75,199.33
223877,381.36,543.37
224216,44.72,52.21
224325,76.03,88.7
224345,92.1,175.6
224367,102.42,155.22
224369,83.41,104.54
224822,65.7,161.38
224918,95.44,110.51
225024,60.28,60.28
225356,58.27,152.92
226068,93.93,100.72
226153,43.93,63.45
226160,84.48,168.94
226312,84.48,84.48
226328,92.5,92.5
226436,32.08,113.09
226451,34.08,86.16
226484,73.79,126.04
226544,41.18,68.64
226577,121.64,206.96
226615,48.47,101.37
226618,39.81,65.55
226630,63.4,113.56
226711,43.91,111.51
226716,91.33,131.99
226745,85.05,127.76
226748,154.81,235.63
226756,84.48,147.83
226772,57.02,202.74
226856,52.8,158.39
227019,46.4,78.29
227195,74.17,192.41
227234,79.52,159.96
227355,55.68,170.4
227444,70.16,100.85
227497,40.69,55.25
227673,93.81,233.34
227682,163.27,402.33
227735,66.31,141.65
227737,87.11,279.82
227765,36.88,36.88
227836,92.92,131.65
227846,71.72,192.49
227927,85.04,133.09
227940,49.23,49.23
227943,73.91,110.87
227951,65.57,125.66
227990,57.84,118.65
228000,45.4,126.71
228028,45.96,61.39
228093,33.39,64.49
228124,52.72,83.14
228135,41.18,115.09
228141,161.84,341.78
228166,79.19,184.78
228197,47.52,194.29
228213,57.44,117.81
228238,74.53,201.35
228276,94.08,126.71
228393,106.48,306.86
228417,46.48,92.95
228448,363.93,693.19
228451,68.64,163.67
228628,101.47,316.45
228639,130.6,155.72
228664,54.25,54.25
228714,112.58,122.9
228718,69.2,149.75
228749,54.25,96.44
228793,176.82,176.82
228831,302.08,302.08
228892,145.67,155.72
228921,41.39,98.96
228933,30.93,69.01
228953,111.32,222.64
229038,113.6,113.6
229074,48.82,90.22
229221,78.27,190.01
229326,30.66,106.52
229342,90.42,339.56
229386,60.93,180.74
229411,85.9,87.8
229459,73.02,82.76
229530,61.03,89.51
229549,99.42,191.19
229598,94.43,106.39
229617,107.11,225.89
229644,63.94,149.18
229682,91.08,194.15
229704,92.78,245.0
229771,39.48,233.08
229781,71.27,232.3
229814,75.35,140.65
229833,60.28,75.35
229868,64.29,240.1
229895,63.29,79.87
230020,43.2,120.55
230619,88.86,261.87
230784,69.69,88.7
230852,46.88,105.49
231019,182.68,352.67
231207,68.64,89.75
231449,70.74,102.42
231475,92.43,108.5
231977,56.07,123.54
231980,75.35,138.63
232009,68.64,68.64
232048,72.86,157.34
232057,38.18,94.43
232284,69.41,69.55
232307,93.98,136.21
232330,91.19,787.79
232366,67.57,107.6
232396,33.11,53.55
232414,109.47,125.11
232416,96.05,258.19
232435,85.53,260.58
232995,100.78,119.38
233186,126.67,496.35
233221,75.54,126.0
233310,37.51,37.51
233333,75.4,119.55
233351,30.63,145.67
233354,90.42,126.59
233472,67.13,129.1
233522,60.28,120.55
233531,74.34,140.65
233632,66.31,132.11
233636,141.6,178.45
233748,58.27,95.44
233797,718.15,941.34
233881,62.3,158.39
233901,62.28,67.31
233916,84.69,150.79
233938,45.4,196.4
233966,95.44,155.72
233982,95.44,452.26
234150,230.06,240.1
234498,35.06,48.68
234523,120.04,187.79
234540,76.91,96.39
234616,52.8,89.75
234669,89.75,168.94
234841,50.82,141.18
234872,64.03,93.99
234917,87.12,125.84
235273,31.27,67.76
235321,53.82,79.18
235379,80.37,95.44
235417,50.23,70.33
235435,145.67,251.15
235479,51.4,95.6
235534,92.43,215.0
235537,51.48,149.86
235698,89.75,118.26
235704,66.1,128.07
235770,205.9,374.85
235845,72.86,120.38
236073,104.54,206.96
236093,59.28,70.33
236203,105.59,248.14
236374,71.81,209.07
236412,76.29,195.35
236472,57.27,67.31
236491,45.21,100.46
236498,309.43,341.57
236538,294.04,330.12
236570,122.57,122.57
236608,50.23,140.65
236615,42.19,56.26
236636,154.88,227.48
236881,74.97,144.81
237223,110.87,129.88
237566,101.9,120.91
237568,67.58,168.82
237679,50.68,109.69
237721,53.04,79.57
238205,46.41,85.72
238747,30.48,74.16
239049,26.52,77.36
239165,4795.0,4795.0
239696,129.63,331.92
240481,46.48,83.27
241578,65.3,112.52
241671,52.13,78.19
241932,125.58,364.68
242374,39.78,39.78
242517,47.51,150.79
242623,52.67,123.94
242718,125.58,200.93
242746,77.78,160.74
242756,67.81,180.84
242768,81.59,304.67
242841,129.1,191.07
242844,56.8,123.94
242846,72.3,92.95
242900,69.77,177.3
242992,63.29,120.55
243039,38.18,78.36
243077,57.86,85.39
243091,84.39,95.44
243127,75.07,207.22
243194,46.73,85.68
243232,78.36,193.89
243381,51.61,79.84
243471,58.43,63.29
243488,28.62,70.33
243507,51.61,87.62
243547,71.64,107.7
243555,86.25,164.76
243579,50.23,110.51
243580,65.3,65.3
243596,90.42,130.6
243600,50.23,140.65
243618,45.21,120.55
243682,148.98,219.07
243895,46.73,63.29
244059,136.87,187.56
244111,39.54,101.38
244178,27.37,66.63
244186,56.87,90.19
244221,40.98,132.74
244243,66.63,130.88
244252,51.4,92.8
244279,28.55,45.21
244651,75.69,489.17
244825,115.68,144.72
244887,95.83,193.6
244913,160.51,275.88
244922,35.16,45.21
245175,54.5,194.78
245201,114.04,125.44
245239,104.54,120.38
245292,105.59,126.71
245299,58.07,95.03
245391,58.34,190.07
245393,57.65,177.39
245505,33.79,60.14
245535,93.98,120.38
245574,103.48,138.75
245618,40.38,104.43
245646,47.52,114.04
245672,122.49,153.11
245715,66.52,104.54
246433,43.15,91.58
246469,56.24,142.08
246620,73.92,245.65
246624,90.42,140.65
247024,52.59,557.06
247288,91.96,116.16
247317,32.15,76.35
247492,61.28,61.28
247499,170.89,300.39
248027,187.59,464.27
248567,179.93,413.72
248697,91.92,131.16
248914,70.33,88.41
248928,452.08,823.79
248970,68.16,87.79
249114,28.55,28.55
249318,92.83,92.83
249334,81.38,110.51
249350,156.15,173.93
249497,64.9,68.32
249548,87.79,137.36
249554,92.08,141.49
249572,110.92,137.03
249600,57.46,115.94
249671,83.84,125.58
249714,137.27,263.98
250107,40.18,56.36
250110,195.9,376.74
250126,33.31,66.63
250164,56.26,89.41
250206,75.95,107.11
250496,72.94,207.05
250730,52.27,67.94
251080,68.64,89.75
251141,88.7,153.1
251207,73.91,126.71
251222,104.54,262.92
251227,82.36,114.04
251270,38.39,84.05
251292,30.41,50.69
251488,121.56,310.43
252051,56.29,89.14
252214,74.98,129.14
252244,50.23,110.51
252251,40.18,60.28
252260,46.71,115.54
252373,71.27,95.03
252441,142.55,231.25
252443,116.16,137.27
252509,62.3,88.7
252567,137.43,390.69
252607,86.15,122.94
252623,34.36,81.38
252655,60.55,60.55
252657,79.19,121.43
252662,98.73,249.2
252666,73.91,100.32
252686,109.77,109.77
252692,41.81,128.29
252695,93.98,258.71
253058,138.75,176.34
253291,67.99,138.68
253420,122.57,122.57
253471,69.32,154.71
253490,55.25,119.55
253589,64.29,108.5
253621,42.76,95.03
253665,79.19,163.67
253788,95.03,258.71
253861,67.57,73.91
253895,48.68,87.62
254034,95.44,251.15
254107,74.88,205.53
254171,53.55,111.97
254245,68.16,78.49
254420,68.32,99.46
254580,53.24,71.33
254707,41.21,71.18
255218,135.63,236.09
256166,65.99,208.66
256661,70.33,109.5
256770,44.35,68.64
256776,86.25,124.87
257350,121.43,168.94
257427,52.8,131.99
257445,92.95,175.58
257471,62.09,62.09
257503,79.19,137.27
257521,52.24,78.36
257537,44.41,75.39
257650,79.52,237.54
257764,68.64,165.78
257778,58.77,110.51
257802,58.07,79.19
257822,95.03,110.87
257929,56.58,106.44
258109,53.85,71.81
258214,63.78,159.74
258330,30.73,97.14
258451,58.65,105.13
258513,63.09,175.26
258544,79.19,105.59
258768,173.8,346.6
259378,37.0,108.02
259406,78.36,104.49
259415,36.17,58.27
259523,70.33,85.39
259569,120.38,139.38
259590,68.32,68.32
259623,71.81,210.12
259704,31.36,142.55
259714,100.32,184.78
259772,95.03,179.51
259777,52.8,131.99
259989,99.46,190.88
260205,96.44,215.1
260322,127.05,157.54
260368,55.5,62.32
260394,82.36,95.91
260465,40.18,90.42
260521,48.9,137.92
260534,67.13,108.44
260579,63.03,81.39
260610,50.23,85.39
260634,31.14,60.28
260670,65.3,130.6
260790,91.92,133.23
260814,34.08,63.29
260819,31.57,80.45
260821,98.85,119.13
260866,125.66,231.25
260966,241.11,241.11
261017,153.91,385.31
261151,61.96,97.6
261325,54.25,109.5
261371,61.14,134.49
261554,118.81,226.54
261557,90.97,288.16
261589,96.44,210.97
261686,97.45,146.68
261757,95.03,116.16
261996,79.19,100.32
262026,93.99,126.0
262041,91.25,201.39
262069,55.25,90.42
262369,168.94,232.3
263133,72.63,390.2
263779,68.63,105.59
264601,40.56,76.04
264602,58.27,126.58
264618,102.22,235.74
264702,27.88,64.41
264724,95.03,147.83
264882,45.81,115.54
264909,76.35,120.55
264930,56.26,82.38
265019,101.37,208.43
265043,57.84,92.95
265047,59.28,209.97
265102,140.65,140.65
265179,47.76,87.09
265186,30.14,70.33
265288,54.25,66.31
265349,150.69,311.44
265371,211.19,469.88
265517,168.94,274.54
265793,82.36,112.77
265961,58.07,116.16
265970,79.19,290.38
266000,92.79,330.19
266015,88.7,95.03
266126,108.74,213.7
266266,33.3,77.9
266330,70.33,70.33
266399,58.07,58.07
266422,56.07,98.67
266520,74.34,246.14
267288,63.29,109.5
267596,95.02,221.73
267944,67.19,148.26
267983,52.57,96.82
267992,85.18,164.56
268416,56.17,99.78
268613,98.67,120.86
268883,104.49,152.7
268893,63.36,95.03
268927,148.35,164.19
269241,38.94,73.02
269581,25.55,41.17
269675,93.98,253.42
269679,80.37,82.38
269897,67.31,85.39
269952,62.38,125.58
270245,81.59,222.05
270267,72.33,166.77
270385,155.72,160.74
270448,60.28,85.39
270507,21.68,30.03
270512,82.88,110.51
270631,29.13,99.46
270635,41.57,77.05
270693,80.02,91.07
271603,116.9,413.91
271670,79.37,293.87
271688,35.26,86.81
271729,183.1,1326.91
271756,105.48,145.67
272124,91.55,253.42
272128,108.41,667.73
272568,47.52,58.07
272971,91.92,175.58
273216,55.25,168.78
273228,65.3,182.84
273522,88.62,119.89
273750,36.34,105.97
273759,54.53,63.29
273867,70.73,175.71
274319,42.24,6793.61
274558,62.28,98.8
275047,36.39,109.01
275159,104.54,158.39
275690,38.18,170.79
275840,73.91,100.32
276684,55.16,172.69
276947,67.32,168.94
277749,110.32,220.01
277809,39.37,61.45
277892,20.55,33.54
277909,127.58,155.72
277962,65.3,132.02
278061,219.01,526.42
278067,57.14,137.79
278199,45.21,90.42
278270,58.07,195.35
278866,58.07,95.03
278867,110.87,116.16
278917,46.4,112.79
278930,40.79,104.49
279020,95.44,180.84
279086,33.49,104.33
279157,42.75,79.24
280407,82.36,238.74
280408,57.27,57.27
281625,69.59,181.99
281699,99.46,119.37
281854,82.29,105.97
281870,98.12,129.1
282238,118.78,196.23
282446,87.79,154.92
282472,99.04,99.04
282565,21.03,87.62
282892,50.23,85.39
282933,40.18,90.42
282946,39.26,65.44
283299,30.14,60.28
283371,54.75,98.2
283639,42.76,95.03
283661,124.18,171.06
283733,25.26,130.51
284161,45.21,180.84
284174,54.19,134.13
285243,73.84,147.83
285356,87.35,345.38
285819,189.58,442.44
285977,39.78,131.05
286466,67.99,184.79
286552,110.16,253.89
286748,56.26,251.15
287124,83.41,104.54
287355,82.88,188.47
288300,198.92,269.24
288688,28.5,1030.2
288884,62.3,136.21
289127,139.38,177.39
289233,36.96,89.75
289292,122.57,145.67
290053,94.25,219.73
290307,121.56,243.12
290515,118.79,259.76
290951,95.03,137.27
291034,107.65,145.03
291062,68.66,180.84
291245,42.18,70.02
291269,66.52,123.54
291422,105.59,155.94
291664,75.07,149.94
291666,68.64,89.76
291667,58.34,95.03
291670,170.11,501.78
292243,74.11,1010.51
292246,110.51,110.51
292341,247.09,863.68
292436,61.77,129.66
292447,54.87,126.05
292704,101.29,294.68
293406,65.3,141.57
293840,150.69,342.58
294076,101.9,207.49
294365,66.73,114.11
294367,154.12,256.69
294371,57.02,137.02
294372,183.73,295.34
294375,59.13,284.05
294376,109.34,141.5
294378,65.47,95.7
294646,34.74,56.26
294695,60.48,130.6
294868,199.57,199.57
295092,148.69,160.74
295254,33.11,52.57
295277,86.8,131.56
295939,52.99,95.17
295946,218.59,303.65
296945,94.44,129.6
297017,40.37,89.46
297151,50.58,94.56
298011,106.8,141.49
298167,51.76,156.92
298174,71.27,184.78
298595,114.04,126.71
299004,185.85,233.08
299034,116.15,305.16
299300,98.04,347.78
300343,63.69,66.49
300449,140.18,199.15
300834,98.46,152.34
301020,97.15,205.95
301023,141.5,472.0
301497,50.04,83.97
301502,98.45,128.59
301885,129.65,219.91
301942,100.46,209.97
301994,137.32,449.66
302338,78.13,230.06
302583,158.32,200.37
302584,109.86,176.08
303434,65.7,90.92
304144,50.68,149.3
304950,100.81,212.13
304959,63.29,102.36
305665,24.5,50.61
305666,19.52,125.36
306247,96.12,283.41
306262,73.91,105.59
306266,98.2,131.99
306281,60.82,123.54
306308,71.81,147.83
306315,126.39,190.07
306318,82.36,129.24
306321,62.3,299.94
306361,65.52,251.94
306371,68.64,100.32
306373,147.83,274.54
306389,64.41,122.49
306410,158.39,367.46
306415,75.39,190.07
306417,84.48,95.03
306418,89.75,142.55
306440,46.57,101.12
306446,73.91,105.59
306456,84.48,137.27
306460,82.36,202.74
306473,63.36,101.37
306481,73.91,89.75
306531,57.02,223.33
306533,84.48,89.75
306544,113.09,146.77
306552,63.36,68.64
306554,79.19,79.19
306559,62.3,62.3
306560,83.41,93.98
306561,72.86,88.7
306562,90.81,90.81
306564,79.19,79.19
306566,58.07,68.64
306567,68.64,72.86
306568,93.98,93.98
306585,131.99,163.67
306595,79.19,168.94
306639,303.57,303.57
306640,63.36,84.48
306649,67.57,71.81
306651,73.91,142.55
306659,121.43,316.78
306671,98.83,177.39
306679,73.49,101.37
306711,66.52,79.19
306747,63.08,93.99
306753,63.36,83.41
306767,68.64,162.61
306777,102.64,139.38
306797,72.86,201.57
306804,104.32,147.83
306813,47.52,97.03
306821,158.39,380.13
306834,68.64,100.32
306842,86.16,147.83
306844,62.3,72.86
306853,52.8,68.64
306858,58.07,84.48
306860,47.52,126.71
306870,137.27,158.39
306874,126.71,126.71
306879,84.48,95.03
306896,73.91,100.32
306898,68.64,121.43
306907,61.77,121.43
306914,57.02,104.54
306923,99.25,174.23
306924,79.19,116.16
306928,147.83,337.9
306942,78.14,125.66
306953,68.64,157.34
306958,63.89,162.61
306969,62.3,146.77
307003,114.04,114.04
307004,63.36,126.71
307013,68.64,95.03
307021,92.5,145.72
307024,63.3,105.54
307037,100.32,369.58
307044,158.39,231.25
307048,62.3,80.25
307058,46.57,121.03
307086,47.52,104.54
307100,147.83,216.46
307108,52.8,179.51
307116,79.19,115.09
307125,81.09,93.77
307185,105.59,131.99
307193,60.72,139.65
307231,51.95,171.06
307247,80.78,109.29
307250,79.19,79.19
307263,100.32,205.9
307326,38.01,95.03
307374,39.06,100.32
307380,63.36,101.37
307420,89.75,89.75
307423,57.02,82.36
307427,72.86,103.48
307433,47.52,58.07
307436,58.07,72.86
307448,51.32,177.39
307459,51.74,62.3
307470,60.19,107.7
307504,41.18,45.3
307515,44.35,121.43
307539,47.52,73.91
307565,63.36,114.04
307599,116.16,179.51
307616,73.56,127.34
307621,107.7,114.04
307629,68.64,137.27
307632,58.07,116.16
307648,78.14,78.14
307649,97.15,97.15
307652,72.69,166.31
307658,57.02,83.41
307714,205.27,278.76
307715,73.91,232.3
307718,167.89,374.85
307724,125.66,165.78
307729,89.75,121.43
307741,93.98,137.27
307767,69.16,100.32
307782,101.37,202.74
307783,73.91,142.55
307792,57.02,88.7
307803,152.05,204.85
307835,62.3,62.3
307836,83.41,83.41
307841,83.41,83.41
307842,51.74,83.41
307848,157.34,288.27
307860,82.36,82.36
307886,63.36,105.59
307891,89.75,137.27
307892,106.65,137.27
307897,135.16,209.07
307913,101.37,114.04
307916,72.86,157.34
307921,52.27,174.23
307923,103.48,137.27
307928,105.59,105.59
307929,36.96,95.03
307945,70.74,100.32
307947,63.19,160.5
307976,105.59,168.94
307985,42.23,116.16
307988,68.64,79.19
308229,45.21,75.35
308319,62.28,90.42
308394,62.28,148.69
308402,56.97,134.72
308405,55.25,208.86
308654,51.54,85.39
308695,101.17,282.1
308837,60.28,80.37
309016,47.22,108.5
309578,70.33,130.6
309584,39.18,99.46
309624,101.67,143.66
309713,59.77,70.33
309737,55.25,128.59
309887,69.32,120.55
310043,44.2,87.4
310168,66.31,165.76
310308,64.29,90.42
310431,60.28,119.55
310545,40.18,90.42
310954,42.7,120.55
311457,40.18,50.23
311462,55.25,84.39
311525,72.33,80.92
311599,55.25,55.25
311611,40.99,116.53
311847,75.35,150.69
312144,56.76,118.25
312187,40.18,85.39
312217,45.21,140.65
312321,60.28,140.65
312336,43.4,78.36
312467,60.28,105.48
312476,100.46,246.14
312511,90.42,281.3
312543,54.25,131.61
312696,30.14,100.46
312703,61.28,150.69
312899,30.14,70.33
312910,138.63,199.92
313075,40.18,60.28
313224,266.23,333.54
313268,56.36,151.7
313269,59.28,125.58
313303,40.18,70.33
313327,60.18,150.69
313422,50.0,217.0
313449,89.41,169.79
313546,70.33,160.74
313614,49.23,91.91
313941,46.22,72.33
313949,64.19,135.63
313955,47.22,126.59
314033,74.34,83.38
314286,69.32,1056.23
314320,57.27,88.41
314351,69.82,99.96
314368,57.27,102.48
314415,50.23,97.2
314456,54.83,94.07
314506,71.33,120.55
314572,62.99,83.99
314735,55.25,77.36
314826,112.52,199.92
314832,84.99,133.62
314860,62.28,115.54
314876,37.57,88.41
314911,58.27,65.3
315013,45.21,115.54
315085,84.43,89.83
315136,36.17,45.21
315168,80.87,103.98
315271,82.38,184.85
315287,151.56,382.76
315301,74.34,84.61
315340,38.18,49.23
315416,99.46,115.54
315427,69.32,87.4
315501,47.22,60.28
315513,41.84,92.93
315598,73.28,266.23
315765,103.41,151.06
315805,123.54,204.0
